"2134-20-03-18-L-DNA-MTB-008988-S53-2017-06-22"	2017
"4151-13-03-18-L-DNA-MTB-008940-S13-2017-11-09"	2017
"4423-13-03-18-L-DNA-MTB-008950-S258-2017-10-10"	2017
"L-14-3447-S97-2014-07-11"	2014
"L-15-1237-S32-2015-06-03"	2015
"L-16-606-S90-2015-09-28"	2015
"T1-XX-2016-726-S164-2016-08-05"	2016
